pruning,max_depth,red_start_x,red_start_y,blue_start_x,blue_start_y,red_end_x,red_end_y,blue_end_x,blue_end_y,num_moves,total_time,avg_time,winner
TRUE,3,2,9,15,3,2,7,4,7,28,0.359066725,0.012823812,
TRUE,3,3,7,11,7,2,7,4,7,18,0.222439766,0.012357765,
TRUE,3,3,2,12,7,2,7,4,7,20,0.241383076,0.012069154,
TRUE,3,9,7,13,2,15,7,16,5,13,0.15265274,0.011742518,Team.RED
TRUE,3,1,9,14,5,2,7,4,7,26,0.28225565,0.010855987,
TRUE,3,2,3,13,8,2,7,4,7,22,0.233403206,0.010609237,
TRUE,3,6,2,16,12,16,7,18,7,25,0.265318632,0.010612745,
TRUE,3,4,4,16,9,16,7,18,7,29,0.281245232,0.009698111,
TRUE,3,2,1,16,7,2,7,4,7,30,0.290224314,0.009674144,
TRUE,3,9,1,15,3,3,5,5,7,22,0.206423283,0.009382876,Team.BLUE
TRUE,3,4,3,13,8,2,7,4,7,24,0.266295671,0.011095653,
TRUE,3,9,7,15,12,19,5,19,6,21,0.229386806,0.010923181,Team.RED
TRUE,3,9,3,16,10,16,7,18,7,23,0.21143508,0.00919283,
TRUE,3,3,5,14,1,2,7,4,7,30,0.31413269,0.01047109,
TRUE,3,5,3,11,6,2,7,4,7,18,0.22138238,0.012299021,
TRUE,3,1,7,13,3,2,7,4,7,26,0.27025032,0.010394243,
TRUE,3,9,6,13,12,15,7,16,9,13,0.120651245,0.009280865,Team.RED
TRUE,3,5,2,14,2,19,9,19,8,29,0.281248093,0.00969821,Team.RED
TRUE,3,3,4,13,12,2,7,4,7,26,0.265319586,0.010204599,
TRUE,3,1,5,16,11,2,7,4,7,30,0.287744522,0.009591484,
TRUE,3,9,3,16,1,16,7,18,7,25,0.251366138,0.010054646,
TRUE,3,4,2,14,5,2,7,4,7,24,0.242355108,0.01009813,
TRUE,3,7,8,17,7,16,7,18,7,23,0.253320932,0.011013954,
TRUE,3,9,7,14,2,15,7,17,5,13,0.141677856,0.010898297,Team.RED
TRUE,3,3,4,11,6,2,7,4,7,20,0.239358902,0.011967945,
TRUE,3,4,1,15,3,2,7,4,7,28,0.288279772,0.010295706,
TRUE,3,3,12,12,3,2,7,4,7,26,0.279265165,0.010740968,
TRUE,3,9,1,16,12,16,7,18,7,27,0.358034372,0.013260532,
TRUE,3,2,4,16,8,2,7,4,7,28,0.308161736,0.011005776,
TRUE,3,3,7,18,6,16,7,18,7,29,0.248336077,0.008563313,
TRUE,3,5,1,18,9,16,7,18,7,29,0.341105223,0.011762249,
TRUE,3,5,4,12,12,15,7,17,9,21,0.189520836,0.009024802,Team.RED
TRUE,3,5,8,17,12,16,7,18,7,27,0.28823328,0.010675307,
TRUE,3,8,10,11,4,15,7,17,5,17,0.185428619,0.010907566,Team.RED
TRUE,3,8,1,11,12,3,5,5,7,22,0.222417116,0.010109869,Team.BLUE
TRUE,3,1,5,14,10,2,7,4,7,26,0.277259111,0.010663812,
TRUE,3,7,5,11,8,2,7,4,7,18,0.212480307,0.011804461,
TRUE,3,9,9,11,5,19,9,19,8,23,0.237365007,0.010320218,Team.RED
TRUE,3,6,4,16,12,16,7,18,7,23,0.215395927,0.00936504,
TRUE,3,9,1,16,12,16,7,18,7,27,0.265324593,0.009826837,
TRUE,3,5,4,16,3,16,7,18,7,27,0.312192917,0.011562701,
TRUE,3,6,2,12,6,1,8,1,9,24,0.290228605,0.012092859,Team.BLUE
TRUE,3,5,12,18,2,16,7,18,7,25,0.237366676,0.009494667,
TRUE,3,7,7,12,1,15,7,16,4,17,0.147605419,0.008682672,Team.RED
TRUE,3,2,3,14,5,2,7,4,7,26,0.264194965,0.010161345,
TRUE,3,4,4,16,6,16,7,18,7,29,0.295189857,0.010178961,
TRUE,3,5,6,12,7,2,7,4,7,22,0.234372377,0.01065329,
TRUE,3,6,7,18,6,16,7,18,7,25,0.264293194,0.010571728,
TRUE,3,7,4,18,9,16,7,18,7,21,0.499643803,0.023792562,
TRUE,3,5,9,12,3,2,7,4,7,26,0.494678497,0.019026096,
TRUE,4,8,9,11,2,15,7,16,4,15,0.526813269,0.035120885,Team.RED
TRUE,4,3,6,13,7,5,7,7,7,24,1.060736895,0.044197371,
TRUE,4,4,8,15,10,14,8,15,8,28,1.136123419,0.040575836,
TRUE,4,3,10,16,10,14,8,15,8,30,1.200831413,0.040027714,
TRUE,4,6,8,15,10,14,7,16,7,23,1.022307873,0.044448168,
TRUE,4,1,3,17,2,5,7,7,7,32,1.460047483,0.045626484,
TRUE,4,9,10,11,2,15,7,17,4,17,0.595405817,0.035023872,Team.RED
TRUE,4,8,6,18,4,14,8,15,8,18,0.878651381,0.048813966,
TRUE,4,3,12,15,6,5,7,7,7,28,1.301552057,0.046484002,
TRUE,4,3,1,17,10,5,7,7,7,34,1.437132835,0.042268613,
TRUE,4,3,10,12,11,5,8,6,8,23,1.092095613,0.047482418,
TRUE,4,4,4,16,6,5,7,7,7,32,1.36459446,0.042643577,
TRUE,4,7,1,12,6,3,4,5,7,16,0.664225101,0.041514069,Team.BLUE
TRUE,4,1,9,14,3,5,8,6,8,23,1.106052399,0.048089235,
TRUE,4,4,10,11,2,14,8,15,8,28,1.128087044,0.040288823,
TRUE,4,3,8,16,5,14,8,15,8,30,1.180822849,0.039360762,
TRUE,4,7,11,17,5,14,7,16,7,23,1.001332521,0.043536197,
TRUE,4,3,2,16,5,14,8,15,8,30,1.183836699,0.039461223,
TRUE,4,4,6,16,11,5,7,7,7,32,1.331504583,0.041609518,
TRUE,4,6,11,14,6,5,7,7,7,28,1.263621569,0.045129342,
TRUE,4,3,5,15,10,5,7,7,7,28,1.260670185,0.045023935,
TRUE,4,6,3,16,3,14,7,16,7,23,0.975405693,0.042408943,
TRUE,4,9,6,13,12,15,7,17,10,13,0.449800014,0.034600001,Team.RED
TRUE,4,4,7,14,7,5,7,8,7,17,0.597401142,0.035141244,
TRUE,4,2,10,17,11,14,8,15,8,32,1.433736801,0.044804275,
TRUE,4,9,8,14,6,14,7,16,7,17,0.779912949,0.045877232,
TRUE,4,7,5,13,8,5,7,7,7,26,1.15991044,0.04461194,
TRUE,4,1,10,18,4,14,8,15,8,34,1.264724493,0.037197779,
TRUE,4,8,7,13,1,15,7,17,4,15,0.469770908,0.031318061,Team.RED
TRUE,4,2,3,17,10,14,8,15,8,32,1.247674227,0.03898982,
TRUE,4,7,12,15,5,5,7,7,7,30,1.426076174,0.047535872,
TRUE,4,5,8,18,11,14,7,16,7,25,1.053218365,0.042128735,
TRUE,4,7,4,12,11,15,7,17,9,17,0.71608758,0.042122799,Team.RED
TRUE,4,6,5,12,10,14,8,15,8,24,1.061192751,0.044216365,
TRUE,4,7,4,13,5,5,7,7,7,26,1.155975819,0.044460608,
TRUE,4,6,7,18,8,14,8,15,8,22,0.910538197,0.0413881,
TRUE,4,8,8,17,10,14,8,15,8,18,0.981378078,0.054521004,
TRUE,4,1,5,11,10,5,7,7,7,24,1.131701469,0.047154228,
TRUE,4,2,5,18,2,5,7,7,7,36,1.405285358,0.039035704,
TRUE,4,9,2,15,11,5,7,7,7,30,1.272624731,0.042420824,
TRUE,4,2,3,13,8,5,7,7,7,24,1.140947104,0.047539463,
TRUE,4,7,9,17,10,14,7,16,7,21,0.960433483,0.045734928,
TRUE,4,8,3,15,4,14,7,16,7,23,1.143942833,0.049736645,
TRUE,4,2,6,12,4,5,8,6,8,21,1.159933329,0.05523492,
TRUE,4,6,6,17,11,14,8,15,8,22,0.988391399,0.044926882,
TRUE,4,8,11,16,12,14,8,15,8,22,1.113026619,0.050592119,
TRUE,4,2,5,15,7,5,8,6,8,25,1.020788908,0.040831556,
TRUE,4,9,10,13,7,5,7,7,7,26,1.153889179,0.044380353,
TRUE,4,5,10,13,12,14,8,15,8,28,1.194286585,0.042653092,
TRUE,4,8,11,13,3,14,8,15,8,24,1.218785048,0.05078271,
TRUE,4,1,2,11,9,5,7,7,7,22,1.097126484,0.049869386,
TRUE,4,9,3,14,9,5,7,7,7,28,1.208740234,0.043169294,
TRUE,4,3,10,12,9,5,7,7,7,22,1.098069668,0.049912258,
TRUE,4,6,3,18,11,14,7,16,7,23,1.028229713,0.04470564,
TRUE,4,4,8,18,10,14,8,15,8,26,1.123999834,0.043230763,
TRUE,4,8,6,14,2,19,9,19,8,23,1.043904305,0.045387144,Team.RED
TRUE,4,6,6,18,5,14,8,15,8,22,0.993855238,0.045175238,
TRUE,4,7,4,13,3,19,9,19,8,25,0.963422537,0.038536901,Team.RED
TRUE,4,4,3,16,4,5,7,7,7,32,1.311050892,0.04097034,
TRUE,4,2,4,15,7,5,8,6,8,25,1.015288115,0.040611525,
TRUE,4,2,12,17,10,14,8,15,8,32,1.2745924,0.039831012,
TRUE,4,2,5,18,3,5,7,7,7,36,1.397296429,0.03881379,
TRUE,4,1,3,14,9,5,8,6,8,23,1.05219245,0.045747498,
TRUE,4,2,2,18,12,5,7,7,7,36,1.693479776,0.047041105,
TRUE,4,9,2,17,3,14,8,15,8,24,1.11702013,0.046542505,
TRUE,4,4,1,15,1,14,8,15,8,30,1.229738712,0.04099129,
TRUE,4,1,3,11,7,5,7,7,7,20,1.029266834,0.051463342,
TRUE,4,2,6,12,7,5,7,7,7,22,1.008313417,0.045832428,
TRUE,4,2,9,15,5,5,8,6,8,25,1.091427565,0.043657103,
TRUE,4,3,6,16,5,14,8,15,8,30,1.184826374,0.039494212,
TRUE,4,7,5,11,7,5,8,6,8,17,1.040219069,0.061189357,
TRUE,4,5,2,13,8,5,8,6,8,21,1.124084949,0.053527855,
TRUE,4,4,12,12,1,14,8,15,8,28,1.143988371,0.040856728,
TRUE,4,8,1,17,10,14,7,16,7,27,1.114146471,0.041264684,
TRUE,4,2,11,12,8,5,8,6,8,19,0.95045948,0.050024183,
TRUE,4,4,11,18,2,14,8,15,8,26,1.131578445,0.043522248,
TRUE,4,1,7,12,6,5,7,7,7,22,1.067201138,0.048509143,
TRUE,4,6,3,17,10,14,7,16,7,23,0.984050989,0.042784826,
TRUE,4,2,12,18,1,5,7,7,7,36,1.421713114,0.039492031,
TRUE,4,2,2,14,10,5,8,6,8,23,1.0811131,0.047004917,
TRUE,4,3,4,16,1,14,8,15,8,30,1.179974556,0.039332485,
TRUE,4,5,2,11,5,5,8,6,8,19,0.984397411,0.05181039,
TRUE,4,5,12,15,5,5,7,7,7,30,1.27755928,0.042585309,
TRUE,4,2,7,16,3,5,7,8,7,21,0.752700567,0.035842884,
TRUE,4,4,4,17,10,14,7,16,7,27,1.083118677,0.040115507,
TRUE,4,8,11,17,6,14,7,16,7,23,0.979382753,0.042581859,
TRUE,4,9,7,16,8,14,7,16,7,17,0.784902334,0.046170726,
TRUE,4,6,11,17,6,14,7,16,7,23,0.982405901,0.0427133,
TRUE,4,3,5,17,9,5,7,7,7,34,1.37731719,0.040509329,
TRUE,4,4,3,14,3,5,7,7,7,26,1.357998371,0.052230707,
TRUE,4,5,10,12,2,14,8,15,8,26,1.092108488,0.042004173,
TRUE,4,4,2,11,5,5,8,6,8,19,1.01129961,0.053226295,
TRUE,4,9,12,16,6,14,7,16,7,25,1.013290882,0.040531635,
TRUE,4,2,12,14,11,5,8,6,8,23,1.096084833,0.047655862,
TRUE,4,5,8,12,10,5,7,7,7,24,1.158901453,0.048287561,
TRUE,4,6,2,18,10,14,7,16,7,25,1.072135925,0.042885437,
TRUE,4,2,5,13,8,5,8,6,8,21,0.98541975,0.04692475,
TRUE,4,5,1,11,12,5,7,7,7,30,1.286561251,0.042885375,
TRUE,4,7,7,15,2,14,8,15,8,20,0.884663105,0.044233155,
TRUE,4,6,8,12,7,5,7,7,7,22,1.042243004,0.047374682,
TRUE,4,8,5,18,1,14,8,15,8,18,0.946497917,0.052583218,
TRUE,4,6,8,18,10,14,8,15,8,22,1.001296043,0.045513457,
TRUE,4,9,10,18,6,14,7,16,7,21,0.985032797,0.046906324,
TRUE,4,9,8,11,6,5,7,7,7,22,1.157802105,0.052627368,
TRUE,4,6,8,11,11,14,8,15,8,26,1.419205666,0.054584833,
TRUE,4,1,12,17,10,5,7,7,7,32,1.454115391,0.045441106,
TRUE,4,7,1,12,11,3,5,5,7,20,0.871770144,0.043588507,Team.BLUE
TRUE,4,7,4,12,9,14,8,15,8,22,1.132973194,0.051498782,
TRUE,4,2,9,17,1,14,8,15,8,32,1.246831894,0.038963497,
TRUE,4,3,10,15,4,5,7,7,7,28,1.300521612,0.0464472,
TRUE,4,4,1,14,4,5,8,6,8,23,1.12015152,0.04870224,
TRUE,4,8,4,11,11,15,7,17,9,17,0.612258911,0.03601523,Team.RED
TRUE,4,6,3,17,8,14,7,16,7,23,0.992347002,0.043145522,
TRUE,4,2,3,18,3,5,7,7,7,36,1.530911446,0.042525318,
TRUE,4,8,12,13,7,3,9,5,7,18,0.74204874,0.04122493,Team.BLUE
TRUE,4,6,7,13,7,14,8,15,8,24,1.038230896,0.043259621,
TRUE,4,8,10,15,6,14,8,15,8,20,0.922533989,0.046126699,
TRUE,4,4,1,14,12,14,8,15,8,28,1.445151091,0.051612539,
TRUE,4,7,9,18,1,14,8,15,8,20,0.918544292,0.045927215,
TRUE,4,8,5,11,6,14,8,15,8,22,0.990326881,0.045014858,
TRUE,4,1,3,18,6,14,8,15,8,34,1.227718115,0.036109356,
TRUE,4,1,9,11,1,5,8,6,8,27,1.152914762,0.042700547,
TRUE,4,7,7,15,6,14,8,15,8,20,0.844769478,0.042238474,
TRUE,4,1,9,11,2,5,7,7,7,28,1.253649473,0.044773195,
TRUE,4,8,9,14,1,15,7,17,5,15,0.504667044,0.03364447,Team.RED
TRUE,4,2,10,14,3,5,7,7,7,26,1.188815355,0.045723668,
TRUE,4,5,4,17,1,14,8,15,8,24,1.027274609,0.042803109,
TRUE,4,4,10,16,5,5,7,7,7,32,1.321467638,0.041295864,
TRUE,4,3,4,12,10,5,7,7,7,24,1.12952137,0.04706339,
TRUE,4,4,1,16,7,5,7,7,7,32,2.062485695,0.064452678,
TRUE,4,6,5,18,6,14,8,15,8,22,1.092105865,0.049641176,
TRUE,4,9,9,14,6,14,8,15,8,18,1.264635563,0.070257531,
TRUE,4,5,9,13,12,14,8,15,8,28,1.454470396,0.051945371,
TRUE,4,3,10,17,6,5,7,7,7,34,2.404596329,0.070723421,
TRUE,5,1,10,15,4,2,8,6,8,25,3.92035079,0.156814032,
TRUE,5,3,12,14,10,1,6,2,4,34,5.512047768,0.162119052,
TRUE,5,2,10,15,5,1,6,2,4,36,5.62011075,0.156114188,
TRUE,5,5,7,17,11,14,8,18,8,24,3.406687021,0.141945293,
TRUE,5,2,11,16,2,2,8,6,8,27,3.951537609,0.146353245,
TRUE,5,6,5,18,12,18,4,19,6,33,6.418545723,0.194501386,
TRUE,5,6,5,15,9,14,8,18,8,22,3.739147186,0.169961236,
TRUE,5,1,5,17,12,2,8,6,8,29,4.942119122,0.170417901,
TRUE,5,6,2,17,5,18,4,19,6,35,6.44088459,0.184025274,
TRUE,5,6,8,17,2,18,4,19,6,33,5.980159283,0.181216948,
TRUE,5,1,8,16,9,1,6,2,4,38,6.622404099,0.174273792,
TRUE,5,7,4,17,2,14,8,18,8,20,3.943148136,0.197157407,
TRUE,5,9,3,16,11,18,4,19,6,33,6.568685532,0.199051077,
TRUE,5,1,1,16,10,2,8,6,8,27,4.718793869,0.174770143,
TRUE,5,4,9,14,3,2,8,6,8,23,4.183328629,0.181883853,
TRUE,5,4,2,18,10,18,4,19,6,37,7.507257462,0.20289885,
TRUE,5,7,5,12,11,19,5,19,6,25,4.318477154,0.172739086,Team.RED
TRUE,5,5,9,18,6,14,8,18,8,24,4.300070524,0.179169605,
TRUE,5,2,7,13,6,2,8,6,8,21,4.216947079,0.200807004,
TRUE,5,4,4,14,8,2,8,6,8,23,4.555015326,0.198044145,
TRUE,5,2,11,12,5,1,6,2,4,30,6.680113316,0.222670444,
TRUE,5,9,3,18,7,14,8,18,8,22,4.61042738,0.209564881,
TRUE,5,1,7,16,7,2,8,6,8,27,4.685091734,0.173521916,
TRUE,5,5,9,13,7,2,8,6,8,21,4.400752783,0.209559656,
TRUE,5,3,1,11,2,2,8,6,8,25,4.849487543,0.193979502,
TRUE,5,2,5,18,9,18,4,19,6,41,6.917071581,0.168709063,
TRUE,5,6,8,15,4,18,4,19,6,33,6.022698641,0.182506019,
TRUE,5,7,9,11,1,15,7,16,4,17,2.149097681,0.126417511,Team.RED
TRUE,5,9,5,12,8,9,6,11,8,6,0.902418137,0.150403023,
TRUE,5,7,3,16,4,14,8,18,8,22,4.343976259,0.197453466,
TRUE,5,9,7,16,5,18,4,19,6,27,5.710884809,0.211514252,
TRUE,5,3,2,17,5,18,4,19,6,39,6.767721415,0.173531318,
TRUE,5,9,10,15,8,18,4,19,6,31,6.177531481,0.199275209,
TRUE,5,3,6,11,7,2,8,6,8,17,3.76249361,0.221323154,
TRUE,5,2,6,15,7,1,6,2,4,36,6.722505808,0.186736272,
TRUE,5,2,6,13,3,2,8,6,8,23,4.639641047,0.201723524,
TRUE,5,7,10,11,4,19,9,19,8,25,4.109045744,0.16436183,Team.RED
TRUE,5,9,10,16,11,18,4,19,6,31,6.577585459,0.212180176,
TRUE,5,8,9,13,8,14,8,18,8,18,3.677717924,0.204317662,
TRUE,5,2,10,13,3,2,8,6,8,23,4.53421402,0.19713974,
TRUE,5,1,10,14,3,1,6,2,4,34,6.97706604,0.205207825,
TRUE,5,1,3,15,11,2,8,6,8,25,4.831517935,0.193260717,
TRUE,5,9,2,17,2,18,4,19,6,35,6.413011789,0.183228908,
TRUE,5,3,9,13,3,1,6,2,4,34,6.817239761,0.200507052,
TRUE,5,3,1,13,7,2,8,6,8,21,4.143383741,0.197303988,
TRUE,5,8,7,11,4,15,7,17,5,15,1.812012672,0.120800845,Team.RED
TRUE,5,1,12,18,5,1,6,2,4,42,7.339355707,0.174746564,
TRUE,5,9,11,16,3,18,4,19,6,33,6.323819399,0.191630891,
TRUE,5,5,2,18,4,14,8,18,8,24,4.837424755,0.201559365,
TRUE,5,6,10,16,2,14,8,18,8,22,3.884983301,0.17659015,
TRUE,5,1,6,11,2,2,8,6,8,25,5.114307404,0.204572296,
TRUE,5,2,9,18,11,18,4,19,6,41,7.440737247,0.181481396,
TRUE,5,9,11,12,1,15,7,17,4,19,2.575139284,0.135533647,Team.RED
TRUE,5,9,6,15,12,19,5,19,6,21,4.225249767,0.20120237,Team.RED
TRUE,5,8,9,15,2,17,11,19,10,39,8.631322861,0.221315971,
TRUE,5,6,8,13,6,1,6,2,4,32,7.455332041,0.232979126,
TRUE,5,1,9,18,3,1,6,2,4,42,8.142925978,0.19387919,
TRUE,5,4,3,16,9,18,4,19,6,37,7.236604214,0.195583898,
TRUE,5,9,12,16,6,14,8,18,8,24,4.91087079,0.204619616,
TRUE,5,2,7,14,6,1,6,2,4,34,6.993945122,0.205704268,
TRUE,5,1,11,16,12,1,6,2,4,38,8.061913013,0.212155606,
TRUE,5,7,8,18,6,14,8,18,8,20,4.237770796,0.21188854,
TRUE,5,8,4,13,12,19,5,19,6,25,4.395938158,0.175837526,Team.RED
TRUE,5,5,11,12,2,19,9,19,8,29,4.477491617,0.154396263,Team.RED
TRUE,5,1,1,14,5,1,6,2,4,34,7.006327868,0.206068467,
TRUE,5,4,8,18,11,18,4,19,6,37,7.139045238,0.192947169,
TRUE,5,1,2,13,10,1,6,2,4,32,7.239872694,0.226246022,
TRUE,5,8,12,11,6,3,10,5,7,14,3.140959024,0.224354216,Team.BLUE
TRUE,5,4,3,11,10,1,6,2,4,32,7.371899366,0.230371855,
TRUE,5,5,9,15,7,14,8,18,8,24,4.577988386,0.190749516,
TRUE,5,5,4,14,1,19,9,19,8,29,4.613223791,0.159076682,Team.RED
TRUE,5,2,2,13,7,1,6,2,4,32,6.99205327,0.218501665,
TRUE,5,3,1,16,4,2,8,6,8,27,5.153244495,0.190860907,
TRUE,5,4,1,18,1,18,4,19,6,37,7.565261602,0.20446653,
TRUE,5,4,3,11,12,1,6,2,4,36,7.502392769,0.208399799,
TRUE,5,6,3,13,1,15,7,17,5,19,2.866587639,0.150873034,Team.RED
TRUE,5,7,3,11,8,1,8,1,9,22,5.210447311,0.236838514,Team.BLUE
TRUE,5,6,12,14,6,1,6,2,4,32,7.575315952,0.236728624,
TRUE,5,6,7,14,7,14,8,18,8,22,4.027198315,0.183054469,
TRUE,5,7,12,13,5,1,6,1,5,26,6.076169252,0.233698817,Team.BLUE
TRUE,5,3,4,17,11,18,4,19,6,39,7.242368698,0.185701761,
TRUE,5,8,7,13,2,15,7,17,5,15,2.070110559,0.138007371,Team.RED
TRUE,5,7,3,12,3,19,9,19,8,27,4.60413003,0.170523334,Team.RED
TRUE,5,1,5,17,5,2,8,6,8,29,5.303536892,0.182880582,
TRUE,5,6,1,18,6,18,4,19,6,37,7.153992653,0.193351153,
TRUE,5,1,11,11,7,2,8,6,8,17,4.117838621,0.242225801,
TRUE,5,4,9,12,12,1,6,2,4,36,7.789179325,0.216366092,
TRUE,5,2,1,16,1,1,6,2,4,38,7.858358622,0.206798911,
TRUE,5,5,10,11,5,1,6,2,4,30,7.097970009,0.236599,
TRUE,5,1,4,12,2,2,8,6,8,25,5.030838966,0.201233559,
TRUE,5,1,5,14,5,1,6,2,4,34,7.253866673,0.21334902,
TRUE,5,3,1,18,8,14,8,18,8,28,5.030648947,0.179666034,
TRUE,5,5,8,12,3,1,6,2,4,34,7.593525648,0.22333899,
TRUE,5,9,3,13,9,1,8,1,9,26,5.791697264,0.222757587,Team.BLUE
TRUE,5,4,1,18,4,18,4,19,6,37,7.320569277,0.197853224,
TRUE,5,4,3,12,3,1,6,2,4,34,7.006356001,0.206069294,
TRUE,5,6,3,16,9,18,4,19,6,33,6.75317812,0.204641761,
TRUE,5,2,10,17,2,1,6,2,4,40,7.920627594,0.19801569,
TRUE,5,4,4,11,11,2,8,6,8,23,4.814136982,0.209310304,
TRUE,5,7,6,17,2,14,8,18,8,20,4.229001045,0.211450052,
TRUE,5,4,12,15,6,2,8,6,8,25,5.043601274,0.201744051,
TRUE,5,9,12,18,7,18,4,19,6,35,6.64739418,0.189925548,
TRUE,5,7,12,12,3,1,6,1,5,28,6.594834805,0.235529814,Team.BLUE
TRUE,5,3,1,17,1,14,8,18,8,28,4.900498152,0.175017791,
TRUE,5,2,1,18,5,18,4,19,6,41,7.414237022,0.180835049,
TRUE,5,7,3,14,9,18,4,19,6,33,6.818849087,0.206631791,
TRUE,5,2,11,15,3,1,6,2,4,36,7.267530918,0.201875859,
TRUE,5,3,6,12,7,1,6,2,4,30,6.382689953,0.212756332,
TRUE,5,4,1,15,3,1,10,3,11,48,10.49583006,0.218663126,
TRUE,5,2,11,18,1,18,4,19,6,41,7.363111258,0.179588079,
TRUE,5,8,5,13,7,18,4,19,6,29,5.890109539,0.203107225,
TRUE,5,1,11,13,12,2,8,6,8,25,4.971691847,0.198867674,
TRUE,5,1,12,13,6,1,6,2,4,32,7.218369484,0.225574046,
TRUE,5,2,10,17,11,1,6,2,4,40,7.811223745,0.195280594,
TRUE,5,9,8,12,1,15,7,16,3,13,1.770841122,0.136218548,Team.RED
TRUE,5,6,2,13,11,1,10,3,11,44,10.26209617,0.233229458,
TRUE,5,1,1,12,6,1,10,3,11,42,9.369909763,0.22309309,
TRUE,5,6,12,18,3,18,4,19,6,35,7.087946415,0.202512755,
TRUE,5,6,10,11,6,1,6,2,4,28,7.073090792,0.252610385,
TRUE,5,4,5,18,6,18,4,19,6,37,7.013365507,0.189550419,
TRUE,5,9,10,11,7,3,9,5,7,14,3.2615273,0.232966236,Team.BLUE
TRUE,5,9,12,18,1,18,4,19,6,35,7.056713104,0.201620374,
TRUE,5,7,3,11,11,19,5,19,6,27,4.803028584,0.177889948,Team.RED
TRUE,5,7,6,18,2,14,8,18,8,20,4.332940817,0.216647041,
TRUE,5,4,5,11,2,1,6,2,4,36,7.569092512,0.21025257,
TRUE,5,8,8,15,5,18,4,19,6,29,6.171518803,0.212810993,
TRUE,5,4,4,14,1,19,9,19,8,31,4.74584198,0.153091677,Team.RED
TRUE,5,1,11,14,11,1,6,2,4,34,7.295546532,0.214574898,
TRUE,5,8,4,13,1,15,7,17,5,17,2.350053072,0.138238416,Team.RED
TRUE,5,9,3,12,9,3,5,5,7,16,3.653520584,0.228345037,Team.BLUE
TRUE,5,4,10,18,9,18,4,19,6,37,6.918694735,0.18699175,
TRUE,5,9,7,17,4,14,8,18,8,16,3.989187002,0.249324188,
TRUE,5,1,7,12,5,2,8,6,8,19,4.261674166,0.22429864,
TRUE,5,6,3,15,5,14,8,18,8,22,4.627720356,0.210350925,
TRUE,5,6,9,18,10,18,4,19,6,33,6.339346409,0.192101406,
TRUE,5,4,1,12,1,19,9,19,8,31,4.757311821,0.153461672,Team.RED
TRUE,5,3,5,18,3,14,8,18,8,28,4.679214001,0.167114786,
TRUE,5,7,2,11,6,3,5,5,7,14,3.130431175,0.223602227,Team.BLUE
TRUE,5,1,2,12,10,1,6,2,4,32,6.843813896,0.213869184,
TRUE,5,9,9,14,10,18,4,19,6,29,6.162585497,0.212502948,
TRUE,5,5,6,11,11,1,6,2,4,34,7.139070272,0.209972655,
TRUE,5,6,3,17,8,14,8,18,8,22,4.537314653,0.206241575,
TRUE,5,5,2,17,11,14,8,18,8,24,4.952762604,0.206365108,
TRUE,5,3,12,17,2,18,4,19,6,39,7.368750095,0.18894231,
TRUE,5,5,7,13,6,1,6,2,4,32,6.876591921,0.214893498,
TRUE,5,6,7,18,11,14,8,18,8,22,4.495369673,0.204334985,
TRUE,5,4,2,12,12,2,8,6,8,25,5.278555155,0.211142206,
TRUE,5,8,5,16,10,18,4,19,6,29,6.482295752,0.22352744,
TRUE,5,3,9,14,11,1,6,2,4,34,7.123010874,0.20950032,
TRUE,5,3,1,11,7,1,10,3,11,38,8.868278027,0.233375738,
TRUE,5,7,9,14,4,14,8,18,8,20,4.19579649,0.209789824,
TRUE,5,8,1,18,4,18,4,19,6,37,6.963927031,0.188214244,
TRUE,5,3,12,13,2,1,6,2,4,36,7.543336153,0.209537115,
TRUE,5,7,2,13,12,19,5,19,6,29,4.914363146,0.169460798,Team.RED
TRUE,5,2,10,14,12,1,6,2,4,36,7.688292742,0.213563687,
TRUE,5,3,11,14,8,2,8,6,8,23,4.627556801,0.201198122,
TRUE,5,9,9,15,9,18,4,19,6,29,6.22342515,0.214600867,
TRUE,5,2,7,13,8,2,8,6,8,21,4.456731319,0.212225301,
TRUE,5,8,10,13,12,19,5,19,6,25,4.533672094,0.181346884,Team.RED
TRUE,5,7,4,12,1,15,7,17,4,17,2.212936401,0.130172729,Team.RED
TRUE,5,1,3,18,2,1,6,2,4,42,7.730047703,0.184048755,
TRUE,5,7,12,15,4,18,4,19,6,35,6.836833239,0.195338093,
TRUE,5,2,4,14,1,2,8,6,8,27,5.02748704,0.186203224,
TRUE,5,4,9,18,7,14,8,18,8,26,4.528067589,0.174156446,
TRUE,5,2,12,14,7,2,8,6,8,23,4.306814909,0.187252822,
TRUE,5,3,9,11,7,2,8,6,8,17,4.365201235,0.256776543,
TRUE,5,3,8,14,6,1,6,2,4,34,7.198437929,0.211718763,
TRUE,5,5,7,14,11,2,8,6,8,23,4.970674038,0.216116263,
TRUE,5,6,10,11,8,1,6,2,4,28,7.068577528,0.252449197,
TRUE,5,9,3,12,10,1,8,1,9,26,6.050606728,0.232715643,Team.BLUE
TRUE,5,2,5,14,5,2,8,6,8,23,4.672231913,0.203140518,
TRUE,5,8,9,13,3,19,9,19,8,23,4.028712511,0.175161414,Team.RED
TRUE,5,8,5,18,1,17,11,19,10,39,8.512758493,0.218275859,
TRUE,5,8,9,18,11,14,8,18,8,18,4.331783056,0.240654614,
